Key,Reviewed By,Human Key,Year,Author,Title,Publication Title,DOI,lat_min,lat_max,lon_min,lon_max,Area,Country,Geographic Notes,Data Type,Type of Study,Category,Relevant,Study Description,Scientific Notes,Notes of technical interest,DatasetKey,Dataset Number,Type,Archive Location,Freely Available?,Archive Name,"Survey Name, Program/mission, Company",Link archive,Acquisition Start Year,Acquisition End Year,Camera Calibration,Flight Height [m],Height reference,GSD [m],Scale,Scanner resolution,Scanner resolution units,No. Images,Satellite type,Camera type,Original Media,Dataset Notes,new.accuracy,Method,Software,Version,GCPs,Fiducial Marks,Pre-processing,Simplified Pre-processing Note,Geometric Pre-processing,Radiometric Pre-processing,geometric_radiometric_both,Pre-processing Note,Workflow Note,Related paper,Output,Orthophoto resolution [m],DEM resolution [m],Output Notes,Accuracy Key,Ground control source XY,Ground control source Z,Ground control source group,Ground control accuracy [m] X,Ground control accuracy [m] Y,Ground control accuracy [m] Z,Ground control accuracy [m] XY,Ground control accuracy [m] XYZ,Ground control accuracy [m] avg,No. GCPs,No. GCPs simplified,Residuals to GCPs [m] X,Residuals to GCPs [m] Y,Residuals to GCPs [m] Z,Residuals to GCPs [m] XY,Residuals to GCPs [m] XYZ,Residuals to GCPs [m] avg,No. CPs,Residuals to CPs [m] X,Residuals to CPs [m] Y,Residuals to CPs [m] Z,Residuals to CPs [m] XY,Residuals to CPs [m] XYZ,Residuals to CPs [m] avg,Comparison data,Comparison data simplified,Source comparison data,Comparison source group,Accuracy comparison data [m] X,Accuracy comparison data [m] Y,Accuracy comparison data [m] Z,Accuracy comparison data [m] XY,Accuracy comparison data [m] XYZ,Accuracy comparison [m] avg,Residuals to comparison [m] X,Residuals to comparison [m] Y,Residuals to comparison [m] Z,Residuals to comparison [m] XY,Residuals to comparison [m] XYZ,Residuals to comparison [m] avg,Comparison Metric,Post-Processing,Notes,Accuracy comparison data [m] avg
IFALXNZB,Anette,"Mölg and Bolch 2017, Remote Sensing (IFALXNZB)",2017,Mölg and Bolch,Structure-from-Motion Using Historical Aerial Images to Analyse Changes in Glacier Surface Elevation,Remote Sensing,10.3390/rs9101021,45.96666667,45.96666667,7.56666667,7.68333333,22.0,Switzerland,"Zmuttgletscher, Switzerland",Aerial,Application,Glaciology,yes,SfM compared to aerial photogrammetry with archive aerial imagery to measure glacier height changes,"maybe, merge IFALXNZB and ZMXR5AJX because same data and objective",NA,IFALXNZB.6,6.0,Aerial,Switzerland,no,Swisstopo (Swiss Federal Office of Topography),NA,NA,1988.0,1988.0,given,6400.0,NA,NA,1:22000,14.0,μm,29.0,NA,NA,NA,NA,yes,Photogrammetric,"ERDAS Imagine Photogrammetry, Agisoft Photoscan, Pix4D mapper pro","NA, 1.2.0, 3.0",yes,not specified,no,NA,NA,NA,NA,NA,"GCPs extracted from Swissimage, if sufficient overlap and # of images comparable results to aerial photogrammetry with SfM possible revealing higher resolution (due to higher point cloud density) and less noise for SfM",NA,3D (point cloud/DEM),NA,5.0,edit Mel: given vals DEM res: 1-10 (calculated avg for further processing),IFALXNZB.6.3,Swissimage,Swissimage,area-based,NA,NA,NA,NA,NA,NA,21,21.0,NA,NA,NA,NA,5.05,5.05,NA,NA,NA,NA,NA,NA,NA,"AerialImg (2m), DEM (SwissAlti3D, 0.5/2m, 2010)","Imgs, ALS-DEM",NA,area-based,NA,NA,NA,NA,NA,NA,NA,NA,1.19,NA,NA,2.061,Standard Deviation,"Coregistration (following Nuth & Kääb, 2011)",NA,NA
IFALXNZB,Anette,"Mölg and Bolch 2017, Remote Sensing (IFALXNZB)",2017,Mölg and Bolch,Structure-from-Motion Using Historical Aerial Images to Analyse Changes in Glacier Surface Elevation,Remote Sensing,10.3390/rs9101021,45.96666667,45.96666667,7.56666667,7.68333333,22.0,Switzerland,"Zmuttgletscher, Switzerland",Aerial,Application,Glaciology,yes,SfM compared to aerial photogrammetry with archive aerial imagery to measure glacier height changes,"maybe, merge IFALXNZB and ZMXR5AJX because same data and objective",NA,IFALXNZB.4,4.0,Aerial,Switzerland,no,Swisstopo (Swiss Federal Office of Topography),NA,NA,1977.0,1977.0,given,5150.0,NA,NA,"1:11000, 1:22000",14.0,μm,6.0,NA,NA,NA,"flying height between 4100-6200 m but not specifically indicated for each campaign, nbr images 14 and 6",yes,Photogrammetric,"ERDAS Imagine Photogrammetry, Agisoft Photoscan, Pix4D mapper pro","NA, 1.2.0, 3.0",yes,not specified,no,NA,NA,NA,NA,NA,"GCPs extracted from Swissimage, if sufficient overlap and # of images comparable results to aerial photogrammetry with SfM possible revealing higher resolution (due to higher point cloud density) and less noise for SfM",NA,3D (point cloud/DEM),NA,5.0,edit Mel: given vals DEM res: 1-10 (calculated avg for further processing),IFALXNZB.4.3,Swissimage,Swissimage,area-based,NA,NA,NA,NA,NA,NA,10,10.0,NA,NA,NA,NA,0.35,0.35,NA,NA,NA,NA,NA,NA,NA,"AerialImg (2m), DEM (SwissAlti3D, 0.5/2m, 2010)","Imgs, ALS-DEM",NA,area-based,NA,NA,NA,NA,NA,NA,NA,NA,1.51,NA,NA,2.615,Standard Deviation,"Coregistration (following Nuth & Kääb, 2011)",NA,NA
IFALXNZB,Anette,"Mölg and Bolch 2017, Remote Sensing (IFALXNZB)",2017,Mölg and Bolch,Structure-from-Motion Using Historical Aerial Images to Analyse Changes in Glacier Surface Elevation,Remote Sensing,10.3390/rs9101021,45.96666667,45.96666667,7.56666667,7.68333333,22.0,Switzerland,"Zmuttgletscher, Switzerland",Aerial,Application,Glaciology,yes,SfM compared to aerial photogrammetry with archive aerial imagery to measure glacier height changes,"maybe, merge IFALXNZB and ZMXR5AJX because same data and objective",NA,IFALXNZB.5,5.0,Aerial,Switzerland,no,Swisstopo (Swiss Federal Office of Topography),NA,NA,1983.0,1983.0,given,4100.0,NA,NA,1:11000,14.0,μm,11.0,NA,NA,NA,NA,yes,Photogrammetric,"ERDAS Imagine Photogrammetry, Agisoft Photoscan, Pix4D mapper pro","NA, 1.2.0, 3.0",yes,not specified,no,NA,NA,NA,NA,NA,"GCPs extracted from Swissimage, if sufficient overlap and # of images comparable results to aerial photogrammetry with SfM possible revealing higher resolution (due to higher point cloud density) and less noise for SfM",NA,3D (point cloud/DEM),NA,5.0,edit Mel: given vals DEM res: 1-10 (calculated avg for further processing),IFALXNZB.5.1,Swissimage,Swissimage,area-based,NA,NA,NA,NA,NA,NA,27,27.0,NA,NA,NA,NA,2.06,2.06,NA,NA,NA,NA,NA,NA,NA,"AerialImg (2m), DEM (SwissAlti3D, 0.5/2m, 2010)","Imgs, ALS-DEM",NA,area-based,NA,NA,NA,NA,NA,NA,NA,NA,1.42,NA,NA,2.46,Standard Deviation,"Coregistration (following Nuth & Kääb, 2011)",NA,NA
IFALXNZB,Anette,"Mölg and Bolch 2017, Remote Sensing (IFALXNZB)",2017,Mölg and Bolch,Structure-from-Motion Using Historical Aerial Images to Analyse Changes in Glacier Surface Elevation,Remote Sensing,10.3390/rs9101021,45.96666667,45.96666667,7.56666667,7.68333333,22.0,Switzerland,"Zmuttgletscher, Switzerland",Aerial,Application,Glaciology,yes,SfM compared to aerial photogrammetry with archive aerial imagery to measure glacier height changes,"maybe, merge IFALXNZB and ZMXR5AJX because same data and objective",NA,IFALXNZB.3,3.0,Aerial,Switzerland,no,Swisstopo (Swiss Federal Office of Topography),NA,NA,1977.0,1977.0,given,5150.0,NA,NA,"1:11000, 1:22000",14.0,μm,14.0,NA,NA,NA,"flying height between 4100-6200 m but not specifically indicated for each campaign, nbr images 14 and 6",yes,Photogrammetric,"ERDAS Imagine Photogrammetry, Agisoft Photoscan, Pix4D mapper pro","NA, 1.2.0, 3.0",yes,not specified,no,NA,NA,NA,NA,NA,"GCPs extracted from Swissimage, if sufficient overlap and # of images comparable results to aerial photogrammetry with SfM possible revealing higher resolution (due to higher point cloud density) and less noise for SfM",NA,3D (point cloud/DEM),NA,5.0,edit Mel: given vals DEM res: 1-10 (calculated avg for further processing),IFALXNZB.3.2,Swissimage,Swissimage,area-based,NA,NA,NA,NA,NA,NA,18,18.0,NA,NA,NA,NA,0.41,0.41,NA,NA,NA,NA,NA,NA,NA,"AerialImg (2m), DEM (SwissAlti3D, 0.5/2m, 2010)","Imgs, ALS-DEM",NA,area-based,NA,NA,NA,NA,NA,NA,NA,NA,1.6,NA,NA,2.771,Standard Deviation,"Coregistration (following Nuth & Kääb, 2011)",NA,NA
IFALXNZB,Anette,"Mölg and Bolch 2017, Remote Sensing (IFALXNZB)",2017,Mölg and Bolch,Structure-from-Motion Using Historical Aerial Images to Analyse Changes in Glacier Surface Elevation,Remote Sensing,10.3390/rs9101021,45.96666667,45.96666667,7.56666667,7.68333333,22.0,Switzerland,"Zmuttgletscher, Switzerland",Aerial,Application,Glaciology,yes,SfM compared to aerial photogrammetry with archive aerial imagery to measure glacier height changes,"maybe, merge IFALXNZB and ZMXR5AJX because same data and objective",NA,IFALXNZB.5,5.0,Aerial,Switzerland,no,Swisstopo (Swiss Federal Office of Topography),NA,NA,1983.0,1983.0,given,4100.0,NA,NA,1:11000,14.0,μm,11.0,NA,NA,NA,NA,yes,Photogrammetric,"ERDAS Imagine Photogrammetry, Agisoft Photoscan, Pix4D mapper pro","NA, 1.2.0, 3.0",yes,not specified,no,NA,NA,NA,NA,NA,"GCPs extracted from Swissimage, if sufficient overlap and # of images comparable results to aerial photogrammetry with SfM possible revealing higher resolution (due to higher point cloud density) and less noise for SfM",NA,3D (point cloud/DEM),NA,5.0,edit Mel: given vals DEM res: 1-10 (calculated avg for further processing),IFALXNZB.5.2,Swissimage,Swissimage,area-based,NA,NA,NA,NA,NA,NA,16,16.0,NA,NA,NA,NA,0.25,0.25,NA,NA,NA,NA,NA,NA,NA,"AerialImg (2m), DEM (SwissAlti3D, 0.5/2m, 2010)","Imgs, ALS-DEM",NA,area-based,NA,NA,NA,NA,NA,NA,NA,NA,1.65,NA,NA,2.858,Standard Deviation,"Coregistration (following Nuth & Kääb, 2011)",NA,NA
IFALXNZB,Anette,"Mölg and Bolch 2017, Remote Sensing (IFALXNZB)",2017,Mölg and Bolch,Structure-from-Motion Using Historical Aerial Images to Analyse Changes in Glacier Surface Elevation,Remote Sensing,10.3390/rs9101021,45.96666667,45.96666667,7.56666667,7.68333333,22.0,Switzerland,"Zmuttgletscher, Switzerland",Aerial,Application,Glaciology,yes,SfM compared to aerial photogrammetry with archive aerial imagery to measure glacier height changes,"maybe, merge IFALXNZB and ZMXR5AJX because same data and objective",NA,IFALXNZB.4,4.0,Aerial,Switzerland,no,Swisstopo (Swiss Federal Office of Topography),NA,NA,1977.0,1977.0,given,5150.0,NA,NA,"1:11000, 1:22000",14.0,μm,6.0,NA,NA,NA,"flying height between 4100-6200 m but not specifically indicated for each campaign, nbr images 14 and 6",yes,Photogrammetric,"ERDAS Imagine Photogrammetry, Agisoft Photoscan, Pix4D mapper pro","NA, 1.2.0, 3.0",yes,not specified,no,NA,NA,NA,NA,NA,"GCPs extracted from Swissimage, if sufficient overlap and # of images comparable results to aerial photogrammetry with SfM possible revealing higher resolution (due to higher point cloud density) and less noise for SfM",NA,3D (point cloud/DEM),NA,5.0,edit Mel: given vals DEM res: 1-10 (calculated avg for further processing),IFALXNZB.4.2,Swissimage,Swissimage,area-based,NA,NA,NA,NA,NA,NA,11,11.0,NA,NA,NA,NA,0.8,0.8,NA,NA,NA,NA,NA,NA,NA,"AerialImg (2m), DEM (SwissAlti3D, 0.5/2m, 2010)","Imgs, ALS-DEM",NA,area-based,NA,NA,NA,NA,NA,NA,NA,NA,1.32,NA,NA,2.286,Standard Deviation,"Coregistration (following Nuth & Kääb, 2011)",NA,NA
IFALXNZB,Anette,"Mölg and Bolch 2017, Remote Sensing (IFALXNZB)",2017,Mölg and Bolch,Structure-from-Motion Using Historical Aerial Images to Analyse Changes in Glacier Surface Elevation,Remote Sensing,10.3390/rs9101021,45.96666667,45.96666667,7.56666667,7.68333333,22.0,Switzerland,"Zmuttgletscher, Switzerland",Aerial,Application,Glaciology,yes,SfM compared to aerial photogrammetry with archive aerial imagery to measure glacier height changes,"maybe, merge IFALXNZB and ZMXR5AJX because same data and objective",NA,IFALXNZB.5,5.0,Aerial,Switzerland,no,Swisstopo (Swiss Federal Office of Topography),NA,NA,1983.0,1983.0,given,4100.0,NA,NA,1:11000,14.0,μm,11.0,NA,NA,NA,NA,yes,Photogrammetric,"ERDAS Imagine Photogrammetry, Agisoft Photoscan, Pix4D mapper pro","NA, 1.2.0, 3.0",yes,not specified,no,NA,NA,NA,NA,NA,"GCPs extracted from Swissimage, if sufficient overlap and # of images comparable results to aerial photogrammetry with SfM possible revealing higher resolution (due to higher point cloud density) and less noise for SfM",NA,3D (point cloud/DEM),NA,5.0,edit Mel: given vals DEM res: 1-10 (calculated avg for further processing),IFALXNZB.5.3,Swissimage,Swissimage,area-based,NA,NA,NA,NA,NA,NA,13,13.0,NA,NA,NA,NA,1.64,1.64,NA,NA,NA,NA,NA,NA,NA,"AerialImg (2m), DEM (SwissAlti3D, 0.5/2m, 2010)","Imgs, ALS-DEM",NA,area-based,NA,NA,NA,NA,NA,NA,NA,NA,1.78,NA,NA,3.083,Standard Deviation,"Coregistration (following Nuth & Kääb, 2011)",NA,NA
IFALXNZB,Anette,"Mölg and Bolch 2017, Remote Sensing (IFALXNZB)",2017,Mölg and Bolch,Structure-from-Motion Using Historical Aerial Images to Analyse Changes in Glacier Surface Elevation,Remote Sensing,10.3390/rs9101021,45.96666667,45.96666667,7.56666667,7.68333333,22.0,Switzerland,"Zmuttgletscher, Switzerland",Aerial,Application,Glaciology,yes,SfM compared to aerial photogrammetry with archive aerial imagery to measure glacier height changes,"maybe, merge IFALXNZB and ZMXR5AJX because same data and objective",NA,IFALXNZB.2,2.0,Aerial,Switzerland,no,Swisstopo (Swiss Federal Office of Topography),NA,NA,1961.0,1961.0,given,5100.0,NA,NA,1:24000,14.0,μm,6.0,NA,NA,NA,NA,yes,Photogrammetric,"ERDAS Imagine Photogrammetry, Agisoft Photoscan, Pix4D mapper pro","NA, 1.2.0, 3.0",yes,not specified,no,NA,NA,NA,NA,NA,"GCPs extracted from Swissimage, if sufficient overlap and # of images comparable results to aerial photogrammetry with SfM possible revealing higher resolution (due to higher point cloud density) and less noise for SfM",NA,3D (point cloud/DEM),NA,5.0,edit Mel: given vals DEM res: 1-10 (calculated avg for further processing),IFALXNZB.2.3,Swissimage,Swissimage,area-based,NA,NA,NA,NA,NA,NA,10,10.0,NA,NA,NA,NA,0.45,0.45,NA,NA,NA,NA,NA,NA,NA,"AerialImg (2m), DEM (SwissAlti3D, 0.5/2m, 2010)","Imgs, ALS-DEM",NA,area-based,NA,NA,NA,NA,NA,NA,NA,NA,1.0,NA,NA,1.732,Standard Deviation,"Coregistration (following Nuth & Kääb, 2011)",NA,NA
IFALXNZB,Anette,"Mölg and Bolch 2017, Remote Sensing (IFALXNZB)",2017,Mölg and Bolch,Structure-from-Motion Using Historical Aerial Images to Analyse Changes in Glacier Surface Elevation,Remote Sensing,10.3390/rs9101021,45.96666667,45.96666667,7.56666667,7.68333333,22.0,Switzerland,"Zmuttgletscher, Switzerland",Aerial,Application,Glaciology,yes,SfM compared to aerial photogrammetry with archive aerial imagery to measure glacier height changes,"maybe, merge IFALXNZB and ZMXR5AJX because same data and objective",NA,IFALXNZB.9,9.0,Aerial,Switzerland,no,Swisstopo (Swiss Federal Office of Topography),NA,NA,2005.0,2005.0,given,6400.0,NA,NA,1:25000,14.0,μm,4.0,NA,NA,NA,NA,yes,Photogrammetric,"ERDAS Imagine Photogrammetry, Agisoft Photoscan, Pix4D mapper pro","NA, 1.2.0, 3.0",yes,not specified,no,NA,NA,NA,NA,NA,"GCPs extracted from Swissimage, if sufficient overlap and # of images comparable results to aerial photogrammetry with SfM possible revealing higher resolution (due to higher point cloud density) and less noise for SfM",NA,3D (point cloud/DEM),NA,5.0,edit Mel: given vals DEM res: 1-10 (calculated avg for further processing),IFALXNZB.9.2,Swissimage,Swissimage,area-based,NA,NA,NA,NA,NA,NA,21,21.0,NA,NA,NA,NA,0.96,0.96,NA,NA,NA,NA,NA,NA,NA,"AerialImg (2m), DEM (SwissAlti3D, 0.5/2m, 2010)","Imgs, ALS-DEM",NA,area-based,NA,NA,NA,NA,NA,NA,NA,NA,1.02,NA,NA,1.767,Standard Deviation,"Coregistration (following Nuth & Kääb, 2011)",NA,NA
IFALXNZB,Anette,"Mölg and Bolch 2017, Remote Sensing (IFALXNZB)",2017,Mölg and Bolch,Structure-from-Motion Using Historical Aerial Images to Analyse Changes in Glacier Surface Elevation,Remote Sensing,10.3390/rs9101021,45.96666667,45.96666667,7.56666667,7.68333333,22.0,Switzerland,"Zmuttgletscher, Switzerland",Aerial,Application,Glaciology,yes,SfM compared to aerial photogrammetry with archive aerial imagery to measure glacier height changes,"maybe, merge IFALXNZB and ZMXR5AJX because same data and objective",NA,IFALXNZB.2,2.0,Aerial,Switzerland,no,Swisstopo (Swiss Federal Office of Topography),NA,NA,1961.0,1961.0,given,5100.0,NA,NA,1:24000,14.0,μm,6.0,NA,NA,NA,NA,yes,Photogrammetric,"ERDAS Imagine Photogrammetry, Agisoft Photoscan, Pix4D mapper pro","NA, 1.2.0, 3.0",yes,not specified,no,NA,NA,NA,NA,NA,"GCPs extracted from Swissimage, if sufficient overlap and # of images comparable results to aerial photogrammetry with SfM possible revealing higher resolution (due to higher point cloud density) and less noise for SfM",NA,3D (point cloud/DEM),NA,5.0,edit Mel: given vals DEM res: 1-10 (calculated avg for further processing),IFALXNZB.2.2,Swissimage,Swissimage,area-based,NA,NA,NA,NA,NA,NA,8,8.0,NA,NA,NA,NA,3.18,3.18,NA,NA,NA,NA,NA,NA,NA,"AerialImg (2m), DEM (SwissAlti3D, 0.5/2m, 2010)","Imgs, ALS-DEM",NA,area-based,NA,NA,NA,NA,NA,NA,NA,NA,4.4,NA,NA,7.621,Standard Deviation,"Coregistration (following Nuth & Kääb, 2011)",NA,NA
IFALXNZB,Anette,"Mölg and Bolch 2017, Remote Sensing (IFALXNZB)",2017,Mölg and Bolch,Structure-from-Motion Using Historical Aerial Images to Analyse Changes in Glacier Surface Elevation,Remote Sensing,10.3390/rs9101021,45.96666667,45.96666667,7.56666667,7.68333333,22.0,Switzerland,"Zmuttgletscher, Switzerland",Aerial,Application,Glaciology,yes,SfM compared to aerial photogrammetry with archive aerial imagery to measure glacier height changes,"maybe, merge IFALXNZB and ZMXR5AJX because same data and objective",NA,IFALXNZB.6,6.0,Aerial,Switzerland,no,Swisstopo (Swiss Federal Office of Topography),NA,NA,1988.0,1988.0,given,6400.0,NA,NA,1:22000,14.0,μm,29.0,NA,NA,NA,NA,yes,Photogrammetric,"ERDAS Imagine Photogrammetry, Agisoft Photoscan, Pix4D mapper pro","NA, 1.2.0, 3.0",yes,not specified,no,NA,NA,NA,NA,NA,"GCPs extracted from Swissimage, if sufficient overlap and # of images comparable results to aerial photogrammetry with SfM possible revealing higher resolution (due to higher point cloud density) and less noise for SfM",NA,3D (point cloud/DEM),NA,5.0,edit Mel: given vals DEM res: 1-10 (calculated avg for further processing),IFALXNZB.6.1,Swissimage,Swissimage,area-based,NA,NA,NA,NA,NA,NA,30,30.0,NA,NA,NA,NA,2.27,2.27,NA,NA,NA,NA,NA,NA,NA,"AerialImg (2m), DEM (SwissAlti3D, 0.5/2m, 2010)","Imgs, ALS-DEM",NA,area-based,NA,NA,NA,NA,NA,NA,NA,NA,5.55,NA,NA,9.613,Standard Deviation,"Coregistration (following Nuth & Kääb, 2011)",NA,NA
IFALXNZB,Anette,"Mölg and Bolch 2017, Remote Sensing (IFALXNZB)",2017,Mölg and Bolch,Structure-from-Motion Using Historical Aerial Images to Analyse Changes in Glacier Surface Elevation,Remote Sensing,10.3390/rs9101021,45.96666667,45.96666667,7.56666667,7.68333333,22.0,Switzerland,"Zmuttgletscher, Switzerland",Aerial,Application,Glaciology,yes,SfM compared to aerial photogrammetry with archive aerial imagery to measure glacier height changes,"maybe, merge IFALXNZB and ZMXR5AJX because same data and objective",NA,IFALXNZB.6,6.0,Aerial,Switzerland,no,Swisstopo (Swiss Federal Office of Topography),NA,NA,1988.0,1988.0,given,6400.0,NA,NA,1:22000,14.0,μm,29.0,NA,NA,NA,NA,yes,Photogrammetric,"ERDAS Imagine Photogrammetry, Agisoft Photoscan, Pix4D mapper pro","NA, 1.2.0, 3.0",yes,not specified,no,NA,NA,NA,NA,NA,"GCPs extracted from Swissimage, if sufficient overlap and # of images comparable results to aerial photogrammetry with SfM possible revealing higher resolution (due to higher point cloud density) and less noise for SfM",NA,3D (point cloud/DEM),NA,5.0,edit Mel: given vals DEM res: 1-10 (calculated avg for further processing),IFALXNZB.6.2,Swissimage,Swissimage,area-based,NA,NA,NA,NA,NA,NA,25,25.0,NA,NA,NA,NA,1.68,1.68,NA,NA,NA,NA,NA,NA,NA,"AerialImg (2m), DEM (SwissAlti3D, 0.5/2m, 2010)","Imgs, ALS-DEM",NA,area-based,NA,NA,NA,NA,NA,NA,NA,NA,1.9,NA,NA,3.291,Standard Deviation,"Coregistration (following Nuth & Kääb, 2011)",NA,NA
IFALXNZB,Anette,"Mölg and Bolch 2017, Remote Sensing (IFALXNZB)",2017,Mölg and Bolch,Structure-from-Motion Using Historical Aerial Images to Analyse Changes in Glacier Surface Elevation,Remote Sensing,10.3390/rs9101021,45.96666667,45.96666667,7.56666667,7.68333333,22.0,Switzerland,"Zmuttgletscher, Switzerland",Aerial,Application,Glaciology,yes,SfM compared to aerial photogrammetry with archive aerial imagery to measure glacier height changes,"maybe, merge IFALXNZB and ZMXR5AJX because same data and objective",NA,IFALXNZB.2,2.0,Aerial,Switzerland,no,Swisstopo (Swiss Federal Office of Topography),NA,NA,1961.0,1961.0,given,5100.0,NA,NA,1:24000,14.0,μm,6.0,NA,NA,NA,NA,yes,Photogrammetric,"ERDAS Imagine Photogrammetry, Agisoft Photoscan, Pix4D mapper pro","NA, 1.2.0, 3.0",yes,not specified,no,NA,NA,NA,NA,NA,"GCPs extracted from Swissimage, if sufficient overlap and # of images comparable results to aerial photogrammetry with SfM possible revealing higher resolution (due to higher point cloud density) and less noise for SfM",NA,3D (point cloud/DEM),NA,5.0,edit Mel: given vals DEM res: 1-10 (calculated avg for further processing),IFALXNZB.2.1,Swissimage,Swissimage,area-based,NA,NA,NA,NA,NA,NA,16,16.0,NA,NA,NA,NA,1.81,1.81,NA,NA,NA,NA,NA,NA,NA,"AerialImg (2m), DEM (SwissAlti3D, 0.5/2m, 2010)","Imgs, ALS-DEM",NA,area-based,NA,NA,NA,NA,NA,NA,NA,NA,1.2,NA,NA,2.078,Standard Deviation,"Coregistration (following Nuth & Kääb, 2011)",NA,NA
IFALXNZB,Anette,"Mölg and Bolch 2017, Remote Sensing (IFALXNZB)",2017,Mölg and Bolch,Structure-from-Motion Using Historical Aerial Images to Analyse Changes in Glacier Surface Elevation,Remote Sensing,10.3390/rs9101021,45.96666667,45.96666667,7.56666667,7.68333333,22.0,Switzerland,"Zmuttgletscher, Switzerland",Aerial,Application,Glaciology,yes,SfM compared to aerial photogrammetry with archive aerial imagery to measure glacier height changes,"maybe, merge IFALXNZB and ZMXR5AJX because same data and objective",NA,IFALXNZB.1,1.0,Aerial,Switzerland,no,Swisstopo (Swiss Federal Office of Topography),NA,NA,1946.0,1946.0,given,8250.0,NA,NA,1:50000,14.0,μm,7.0,NA,NA,NA,NA,yes,Photogrammetric,"ERDAS Imagine Photogrammetry, Agisoft Photoscan, Pix4D mapper pro","NA, 1.2.0, 3.0",yes,not specified,no,NA,NA,NA,NA,NA,"GCPs extracted from Swissimage, if sufficient overlap and # of images comparable results to aerial photogrammetry with SfM possible revealing higher resolution (due to higher point cloud density) and less noise for SfM",NA,3D (point cloud/DEM),NA,5.0,edit Mel: given vals DEM res: 1-10 (calculated avg for further processing),IFALXNZB.1.1,Swissimage,Swissimage,area-based,NA,NA,NA,NA,NA,NA,24,24.0,NA,NA,NA,NA,4.88,4.88,NA,NA,NA,NA,NA,NA,NA,"AerialImg (2m), DEM (SwissAlti3D, 0.5/2m, 2010)","Imgs, ALS-DEM",NA,area-based,NA,NA,NA,NA,NA,NA,NA,NA,5.0,NA,NA,8.66,Standard Deviation,"Coregistration (following Nuth & Kääb, 2011)",NA,NA
IFALXNZB,Anette,"Mölg and Bolch 2017, Remote Sensing (IFALXNZB)",2017,Mölg and Bolch,Structure-from-Motion Using Historical Aerial Images to Analyse Changes in Glacier Surface Elevation,Remote Sensing,10.3390/rs9101021,45.96666667,45.96666667,7.56666667,7.68333333,22.0,Switzerland,"Zmuttgletscher, Switzerland",Aerial,Application,Glaciology,yes,SfM compared to aerial photogrammetry with archive aerial imagery to measure glacier height changes,"maybe, merge IFALXNZB and ZMXR5AJX because same data and objective",NA,IFALXNZB.7,7.0,Aerial,Switzerland,no,Swisstopo (Swiss Federal Office of Topography),NA,NA,1995.0,1995.0,given,4200.0,NA,NA,1:11000,14.0,μm,10.0,NA,NA,NA,NA,yes,Photogrammetric,"ERDAS Imagine Photogrammetry, Agisoft Photoscan, Pix4D mapper pro","NA, 1.2.0, 3.0",yes,not specified,no,NA,NA,NA,NA,NA,"GCPs extracted from Swissimage, if sufficient overlap and # of images comparable results to aerial photogrammetry with SfM possible revealing higher resolution (due to higher point cloud density) and less noise for SfM",NA,3D (point cloud/DEM),NA,5.0,edit Mel: given vals DEM res: 1-10 (calculated avg for further processing),IFALXNZB.7.2,Swissimage,Swissimage,area-based,NA,NA,NA,NA,NA,NA,12,12.0,NA,NA,NA,NA,0.35,0.35,NA,NA,NA,NA,NA,NA,NA,"AerialImg (2m), DEM (SwissAlti3D, 0.5/2m, 2010)","Imgs, ALS-DEM",NA,area-based,NA,NA,NA,NA,NA,NA,NA,NA,0.77,NA,NA,1.334,Standard Deviation,"Coregistration (following Nuth & Kääb, 2011)",NA,NA
IFALXNZB,Anette,"Mölg and Bolch 2017, Remote Sensing (IFALXNZB)",2017,Mölg and Bolch,Structure-from-Motion Using Historical Aerial Images to Analyse Changes in Glacier Surface Elevation,Remote Sensing,10.3390/rs9101021,45.96666667,45.96666667,7.56666667,7.68333333,22.0,Switzerland,"Zmuttgletscher, Switzerland",Aerial,Application,Glaciology,yes,SfM compared to aerial photogrammetry with archive aerial imagery to measure glacier height changes,"maybe, merge IFALXNZB and ZMXR5AJX because same data and objective",NA,IFALXNZB.8,8.0,Aerial,Switzerland,no,Swisstopo (Swiss Federal Office of Topography),NA,NA,2001.0,2001.0,given,6400.0,NA,NA,1:25000,14.0,μm,8.0,NA,NA,NA,NA,yes,Photogrammetric,"ERDAS Imagine Photogrammetry, Agisoft Photoscan, Pix4D mapper pro","NA, 1.2.0, 3.0",yes,not specified,no,NA,NA,NA,NA,NA,"GCPs extracted from Swissimage, if sufficient overlap and # of images comparable results to aerial photogrammetry with SfM possible revealing higher resolution (due to higher point cloud density) and less noise for SfM",NA,3D (point cloud/DEM),NA,5.0,edit Mel: given vals DEM res: 1-10 (calculated avg for further processing),IFALXNZB.8.1,Swissimage,Swissimage,area-based,NA,NA,NA,NA,NA,NA,23,23.0,NA,NA,NA,NA,1.05,1.05,NA,NA,NA,NA,NA,NA,NA,"AerialImg (2m), DEM (SwissAlti3D, 0.5/2m, 2010)","Imgs, ALS-DEM",NA,area-based,NA,NA,NA,NA,NA,NA,NA,NA,1.53,NA,NA,2.65,Standard Deviation,"Coregistration (following Nuth & Kääb, 2011)",NA,NA
